,stay,N,S,W,E,NW,SW,NE,SE
[0.3 0.1 0.  0. ],-0.5649155010378851,-0.6062222430399823,-0.9767879125714299,-1.6990196244131317,-0.5970864968771655,-0.7285439070872449,-1.0806168419473163,0.6925442892726885,-0.34713103992354316
[0.3 0.1 1.  0. ],-1.0867128138114492,-0.9510324182606111,-1.1515602644363683,-1.590768402679811,-0.9366800195654679,-1.1131594854478124,-1.3097530839257452,0.6938558269711903,-0.8344489534024043
[0.3 0.1 2.  0. ],-0.6936568053746296,-0.7309756784406206,-0.8057175800038778,-0.8670224628714223,-0.9224570828050371,-0.8409767567968661,-0.7811381193461996,0.7116460293418972,-0.740597901705046
[0.3 0.1 2.  1. ],-0.3803129156018068,-0.3932570656117664,-0.3456381464056139,-0.4191927037709415,-0.5056470799210372,-0.5383350084331905,-0.4062386974832643,0.684872084899423,-0.44603420406858496
[0.3 0.1 0.  2. ],-0.6880694349412182,-0.6226164118222114,-0.7292808169813738,-0.7860236800605572,-0.7566635536522844,-0.8233806775842611,-0.7923446573433867,0.6701279759388128,-0.7090049212822582
[0.3 0.1 0.  1. ],-1.0627000904610642,-0.9610316200635088,-1.12962937292208,-1.6228875097403557,-0.9712881217528575,-1.1617618625786033,-1.2282255162591547,0.7034248413809944,-0.9153496867606998
[0.3 0.1 4.  0. ],-0.12575045307009614,-0.1057699449946121,-0.09914644220892982,-0.10779155123121559,-0.14300357783338624,-0.17687605522391667,-0.06699991137242545,0.6206963928211943,-0.11743704398320981
[0.3 0.1 3.  0. ],-0.39378755559014805,-0.34171838383908787,-0.3465043335908821,-0.31846351627115116,-0.4196551677632897,-0.3918986222366224,-0.3040620671446353,0.6483285921725714,-0.3033568031788065
[0.3 0.1 1.  1. ],-0.7913279740923779,-0.8187824477331537,-0.7870860346742689,-1.0608303369522014,-0.9111551554010406,-1.0350809524442652,-0.879117959960556,0.6822363238915238,-0.8908663864973317
[0.3 0.1 1.  4. ],-0.021752484745380746,-0.030421769917456713,-0.006441950843477353,-0.022341638882925445,-0.03353395969851341,-0.028652872210845906,-0.03926897994157931,0.54393549753185,-0.058369952314907415
[0.3 0.1 0.  3. ],-0.28146844885952665,-0.3362719464568955,-0.26196984403052886,-0.27750007851299485,-0.310545308754318,-0.34518829095737247,-0.2691773638145476,0.5441590258673537,-0.29867261214251795
[0.3 0.1 1.  2. ],-0.3209774347934157,-0.3921639108151087,-0.3787604387700345,-0.30722988589726996,-0.40418963872645314,-0.44604941721398733,-0.4224195651179492,0.6697224291881645,-0.4313817208144432
[0.3 0.1 0.  4. ],-0.07256184375876207,-0.09208119623587813,-0.08374907763610444,-0.08295651949661861,-0.09305403497166655,-0.11402455807593369,-0.07829566524805609,0.7511885862135227,-0.09322162927777079
[0.3 0.3 0.  0. ],-1.0721230050898083,-1.2091847776083011,-1.4810639660886873,-0.9960250998020401,0.7207274429696174,-1.232366049678474,-1.4970287279568564,-1.0767447959353773,-1.0043616877447399
[0.3 0.3 1.  0. ],-0.8872442845731511,-0.9005122334400019,-1.0655991508710003,-0.8203665450522574,0.6412654913201183,-1.0098916342846544,-0.9123367999567822,-0.8466869210659366,-0.7797615451967139
[0.3 0.3 0.  1. ],-0.6552144345129938,-0.7195396548548177,-0.910097575838816,-0.6969470832037908,0.6266936371322785,-0.8012625011694586,-0.9566382493642916,-0.8966092714684617,-0.6398059102654282
[0.3 0.3 0.  2. ],-0.2799467681136681,-0.276243613373258,-0.37549902085964953,-0.23374291100170527,0.38889461922917257,-0.2567676482427255,-0.2633012263543766,-0.4055781498729647,-0.2696835579037237
[0.3 0.1 3.  1. ],-0.2216461405446643,-0.14400665549403732,-0.09973837630500461,-0.11112333057908624,-0.10268966911897859,-0.16803480139899787,-0.13878756033494077,0.6407687488764093,-0.13384494593201074
[0.3 0.1 4.  1. ],-0.06781005940991074,-0.06250409706077811,-0.037799854007559266,-0.04229642773142631,-0.09413263321753604,-0.04649475409255462,-0.02890787536892321,0.43295510392984354,-0.03034161162028337
[0.3 0.3 2.  1. ],-0.263394224441304,-0.26986421900650287,-0.32405848677747257,-0.26072193745553185,0.04224411343166551,-0.20197863242097513,-0.17296043690096466,-0.2379708071653995,-0.1597232449353001
[0.5 0.5 0.  0. ],-0.5748852973345325,-0.5432682008729572,-0.6461232312671897,-0.5618149493303678,-0.5015679212813641,0.28238140109236387,-0.7126444770749921,-0.5307716183232359,1.2274445480918446
[0.3 0.3 4.  0. ],-0.09418134862145817,-0.09612797546147038,-0.10079614625397523,-0.1025051757931645,0.008048912617782058,-0.10934698996452505,-0.08324566048279317,-0.05663260375568129,-0.05415364655248013
[0.3 0.3 3.  0. ],-0.3348026534653394,-0.3220972191198407,-0.3177447247574197,-0.2721582585919539,0.24827961764212864,-0.2560331645289294,-0.24560545099292197,-0.25507471249149255,-0.29568222721176196
[0.3 0.3 0.  4. ],-0.03688472917205844,-0.025793906711971515,-0.05679557122971728,-0.015766996624924833,0.10003600516044596,-0.02623821477799073,-0.05533005332330076,-0.05883911582610646,-0.04513212030973817
[0.3 0.3 0.  3. ],-0.17031177505216316,-0.12945241082087225,-0.17904439430106503,-0.08729627106883686,0.15227895517002862,-0.12069365097639122,-0.12399473990584693,-0.13382162106218265,-0.08689283978813621
[0.3 0.3 2.  0. ],-0.6018233427091202,-0.5680061780695703,-0.7039278724605668,-0.5393293565989425,0.391857876667181,-0.5362960348475251,-0.5176212662549992,-0.5289526050075386,-0.5316225316447831
[0.3 0.3 4.  1. ],-0.07818761683930635,-0.025259449037729392,-0.012524448317939195,-0.057964831601902175,-0.010299778475574787,-0.029788335071004826,-0.028497740987288814,-0.02478935508697452,-0.006452968698971857
