,stay,N,S,W,E,NW,SW,NE,SE
[0.35 0.15 0.  ],5.728553498254911,213.41663844364476,-6.33675250394709,-1.4498747334160562,2.696157955179896,10.567008789205781,-6.680132549163798,0.38941036610772617,16.271970463331904
[0.35 0.15 2.  ],-3.119125364247078,216.98126063145492,-6.080584667679735,-4.200046498907631,-1.9634098863541776,3.278948170972775,-6.399303819755187,-4.75425403265247,-0.7252693697058039
[0.35 0.15 5.  ],-0.6963683922866308,215.40397621063923,-6.194618935255908,-3.3514456357294184,0.23334924503477006,0.7940604438887977,-6.414881546832532,-1.5560114817266937,4.781974739180428
[0.35 0.15 4.  ],4.784319327699487,218.7797526371787,-6.049474247747173,-2.1642678745482242,-0.8745593991284428,2.9374994573762145,-6.371099878870044,-2.223508266974337,8.055108019780361
[0.35 0.15 3.  ],-5.233502245460808,217.1530226770833,-5.895401499297456,-4.423352012442908,-1.7282698179599705,1.376605507898389,-6.348592718564104,-0.863205897691083,7.3004156551864074
[0.35 0.15 6.  ],2.203267148767061,217.62850894445336,-6.3520858275561425,-3.7588364739446005,-1.3968510557897504,-0.4215506443891508,-6.450569911311933,-3.0226840528510435,2.1641681908616732
[0.35 0.15 9.  ],4.660634892315612,215.23611152501172,-5.842187408526837,-4.51222147052649,3.3797136460308748,0.21294312843128282,-6.40963971016053,-2.753254981159774,4.109087496543381
[0.35 0.15 1.  ],3.2004509668697945,218.63868646049946,-6.13461295660127,-3.0298036058663205,-2.9760851033640128,0.3532945201251567,-6.4321496056988785,2.550625769803786,9.823883478767208
[0.35 0.15 7.  ],1.269209285690351,218.7962870605423,-5.787136642893417,-3.666016480000347,-3.127441697903213,-1.7108947149679623,-6.359696294119284,2.904049141062052,7.729175876904883
[0.35 0.15 8.  ],1.3059132951384935,215.1318362237615,-5.680719142445588,-1.071921680417593,-3.2109027373178907,1.78319616481529,-6.467684468660289,-1.944398679996712,7.1314172165804735
[0.25 0.05 0.  ],-6.431200028187471,-1.0855104320212723,-6.399162920606476,-6.384177211223171,-6.419883971989377,-6.391381706444613,-6.387518564899248,-6.417542244000686,-6.414725818019595
[0.25 0.15 0.  ],-6.30490802055215,-6.293049952751397,-6.293287906527188,-6.292144103237055,-6.310674170093857,-6.311695619823493,-6.310502529119579,46.99608937253141,-6.306253404577879
[0.25 0.25 0.  ],-5.972541263917847,-5.975586957035611,-5.972977307329584,-5.977397970021102,-5.494054348667903,-5.991665871826026,-5.989860942963053,135.44124528946253,-5.981956859626344
[0.25 0.15 2.  ],-5.826268060886219,-5.780477259213029,-5.356310917969521,-5.760626007607747,-5.6598933203341675,-5.845586489684146,-5.712811961579402,24.231933364294573,-5.760601012748993
[0.25 0.05 5.  ],-5.776406556608032,-4.8053542608739495,-5.72158394020568,-5.9394020126082925,-5.585710150459517,-6.029728316658416,-5.680782148152079,-5.59863707739665,-5.814547448903344
[0.25 0.25 1.  ],-5.181259570094761,-5.527530721412915,-5.271692518180413,-5.42365299506339,-4.536146750863352,-5.3447410294401765,-5.445033011141525,103.89980369073216,-5.202465824902277
[0.25 0.05 9.  ],-5.845119035649754,-1.4763015420823276,-5.719590782460883,-6.089505012911751,-5.642440014485775,-5.902011623378215,-5.865216785442495,-5.49679413843112,-5.7940797400277235
